commit,section,operation,samples,p50,p95,p99
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,Writable mount,seq_read,100,33,132,6178
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,Writable mount,create+close+unlink,100,8,36,91
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,Writable mount,mkdir+rmdir,100,11,986,5059
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,Writable mount,create+close+rename,100,12,44,71
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,Writable mount,write+flush,100,28,77,1557
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,VM setup,ramfs_load,5,16645,16675,16675
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,Read-only mount,protocol,100,324,390,480
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,Read-only mount,stat,100,217,322,445
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,Read-only mount,open+close,100,207,301,438
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,Read-only mount,readdir,100,217,306,381
bcfcd334ea611e4f84bc8b7e1c762a86da9152a7,Read-only mount,seq_read,100,43,162,6009
093f500adfdef056c7280244913e934012ac0bd8,VM setup,ramfs_load,10,16626,16675,16675
093f500adfdef056c7280244913e934012ac0bd8,Writable mount,protocol,100,357,388,394
093f500adfdef056c7280244913e934012ac0bd8,Writable mount,stat,100,200,325,488
093f500adfdef056c7280244913e934012ac0bd8,Writable mount,open+close,100,217,307,442
093f500adfdef056c7280244913e934012ac0bd8,Writable mount,readdir,100,220,305,464
093f500adfdef056c7280244913e934012ac0bd8,Writable mount,create_scratch,100,43,111,1485
093f500adfdef056c7280244913e934012ac0bd8,Writable mount,seq_read,100,45,143,5468
093f500adfdef056c7280244913e934012ac0bd8,Writable mount,create+close+unlink,100,9,51,200
093f500adfdef056c7280244913e934012ac0bd8,Writable mount,mkdir+rmdir,100,11,1758,7748
093f500adfdef056c7280244913e934012ac0bd8,Writable mount,create+close+rename,100,12,64,94
093f500adfdef056c7280244913e934012ac0bd8,Writable mount,write+flush,100,31,73,1413
093f500adfdef056c7280244913e934012ac0bd8,VM setup,ramfs_load,5,16610,16650,16650
093f500adfdef056c7280244913e934012ac0bd8,Read-only mount,protocol,100,327,370,413
093f500adfdef056c7280244913e934012ac0bd8,Read-only mount,stat,100,209,321,490
093f500adfdef056c7280244913e934012ac0bd8,Read-only mount,open+close,100,222,328,451
093f500adfdef056c7280244913e934012ac0bd8,Read-only mount,readdir,100,218,335,398
093f500adfdef056c7280244913e934012ac0bd8,Read-only mount,seq_read,100,51,130,6179
655c2ffaaeeffb901143db3415dc65bd70affb75,VM setup,ramfs_load,10,16657,16961,16961
655c2ffaaeeffb901143db3415dc65bd70affb75,Writable mount,protocol,100,335,380,440
655c2ffaaeeffb901143db3415dc65bd70affb75,Writable mount,stat,100,205,385,560
655c2ffaaeeffb901143db3415dc65bd70affb75,Writable mount,open+close,100,221,314,455
655c2ffaaeeffb901143db3415dc65bd70affb75,Writable mount,readdir,100,224,347,497
655c2ffaaeeffb901143db3415dc65bd70affb75,Writable mount,create_scratch,100,45,83,1419
655c2ffaaeeffb901143db3415dc65bd70affb75,Writable mount,seq_read,100,40,159,5675
655c2ffaaeeffb901143db3415dc65bd70affb75,Writable mount,create+close+unlink,100,10,43,49
655c2ffaaeeffb901143db3415dc65bd70affb75,Writable mount,mkdir+rmdir,100,13,1090,8434
655c2ffaaeeffb901143db3415dc65bd70affb75,Writable mount,create+close+rename,100,8,44,83
655c2ffaaeeffb901143db3415dc65bd70affb75,Writable mount,write+flush,100,21,60,1437
655c2ffaaeeffb901143db3415dc65bd70affb75,VM setup,ramfs_load,5,16615,16802,16802
655c2ffaaeeffb901143db3415dc65bd70affb75,Read-only mount,protocol,100,356,412,415
655c2ffaaeeffb901143db3415dc65bd70affb75,Read-only mount,stat,100,207,312,380
655c2ffaaeeffb901143db3415dc65bd70affb75,Read-only mount,open+close,100,209,287,488
655c2ffaaeeffb901143db3415dc65bd70affb75,Read-only mount,readdir,100,213,368,1317
655c2ffaaeeffb901143db3415dc65bd70affb75,Read-only mount,seq_read,100,44,165,6552
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,VM setup,ramfs_load,10,16641,16683,16683
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Writable mount,protocol,100,327,375,392
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Writable mount,stat,100,197,303,606
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Writable mount,open+close,100,215,335,419
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Writable mount,readdir,100,222,293,406
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Writable mount,create_scratch,100,38,86,1468
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Writable mount,seq_read,100,44,176,5661
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Writable mount,create+close+unlink,100,8,35,75
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Writable mount,mkdir+rmdir,100,10,96,17708
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Writable mount,create+close+rename,100,11,69,4538
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Writable mount,write+flush,100,25,71,1686
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,VM setup,ramfs_load,5,16624,16649,16649
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Read-only mount,protocol,100,345,430,465
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Read-only mount,stat,100,205,318,399
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Read-only mount,open+close,100,209,297,441
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Read-only mount,readdir,100,200,282,350
130f01fc8fd928eff6ee80a28f7a5d44c4010a4c,Read-only mount,seq_read,100,52,347,6236
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,VM setup,ramfs_load,10,16629,16671,16671
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Writable mount,protocol,100,325,374,403
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Writable mount,stat,100,201,295,358
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Writable mount,open+close,100,217,294,394
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Writable mount,readdir,100,215,324,438
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Writable mount,create_scratch,100,42,107,1500
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Writable mount,seq_read,100,41,165,5639
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Writable mount,create+close+unlink,100,10,57,74
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Writable mount,mkdir+rmdir,100,12,128,5798
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Writable mount,create+close+rename,100,11,59,88
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Writable mount,write+flush,100,26,78,1525
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,VM setup,ramfs_load,5,16632,16659,16659
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Read-only mount,protocol,100,321,391,436
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Read-only mount,stat,100,198,308,454
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Read-only mount,open+close,100,221,313,458
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Read-only mount,readdir,100,213,320,430
e97521cc6e215806dd9425bbdb68f4ffd433a5ef,Read-only mount,seq_read,100,45,176,5546
753dda2091ec3238b8a86ac27c012faa6de47641,VM setup,ramfs_load,10,16813,17297,17297
753dda2091ec3238b8a86ac27c012faa6de47641,Writable mount,protocol,100,320,473,627
753dda2091ec3238b8a86ac27c012faa6de47641,Writable mount,stat,100,219,594,785
753dda2091ec3238b8a86ac27c012faa6de47641,Writable mount,open+close,100,212,527,1242
753dda2091ec3238b8a86ac27c012faa6de47641,Writable mount,readdir,100,242,517,744
753dda2091ec3238b8a86ac27c012faa6de47641,Writable mount,create_scratch,100,44,482,3176
753dda2091ec3238b8a86ac27c012faa6de47641,Writable mount,seq_read,100,34,358,7032
753dda2091ec3238b8a86ac27c012faa6de47641,Writable mount,create+close+unlink,100,6,254,1012
753dda2091ec3238b8a86ac27c012faa6de47641,Writable mount,mkdir+rmdir,100,13,362,4339
753dda2091ec3238b8a86ac27c012faa6de47641,Writable mount,create+close+rename,100,8,84,543
753dda2091ec3238b8a86ac27c012faa6de47641,Writable mount,write+flush,100,26,317,1896
753dda2091ec3238b8a86ac27c012faa6de47641,VM setup,ramfs_load,5,16797,17089,17089
753dda2091ec3238b8a86ac27c012faa6de47641,Read-only mount,protocol,100,337,482,996
753dda2091ec3238b8a86ac27c012faa6de47641,Read-only mount,stat,100,216,476,970
753dda2091ec3238b8a86ac27c012faa6de47641,Read-only mount,open+close,100,211,552,1555
753dda2091ec3238b8a86ac27c012faa6de47641,Read-only mount,readdir,100,240,383,830
753dda2091ec3238b8a86ac27c012faa6de47641,Read-only mount,seq_read,100,42,412,6995
875eacc8edc8e19a9dc13057800118f8b91b2817,VM setup,ramfs_load,10,16655,16691,16691
875eacc8edc8e19a9dc13057800118f8b91b2817,Writable mount,protocol,100,321,351,367
875eacc8edc8e19a9dc13057800118f8b91b2817,Writable mount,stat,100,206,316,489
875eacc8edc8e19a9dc13057800118f8b91b2817,Writable mount,open+close,100,213,321,481
875eacc8edc8e19a9dc13057800118f8b91b2817,Writable mount,readdir,100,206,305,1764
875eacc8edc8e19a9dc13057800118f8b91b2817,Writable mount,create_scratch,100,42,86,1504
875eacc8edc8e19a9dc13057800118f8b91b2817,Writable mount,seq_read,100,46,156,6233
875eacc8edc8e19a9dc13057800118f8b91b2817,Writable mount,create+close+unlink,100,7,59,96
875eacc8edc8e19a9dc13057800118f8b91b2817,Writable mount,mkdir+rmdir,100,12,80,12970
875eacc8edc8e19a9dc13057800118f8b91b2817,Writable mount,create+close+rename,100,13,49,72
875eacc8edc8e19a9dc13057800118f8b91b2817,Writable mount,write+flush,100,28,65,1358
875eacc8edc8e19a9dc13057800118f8b91b2817,VM setup,ramfs_load,5,16619,16703,16703
875eacc8edc8e19a9dc13057800118f8b91b2817,Read-only mount,protocol,100,325,367,401
875eacc8edc8e19a9dc13057800118f8b91b2817,Read-only mount,stat,100,219,348,463
875eacc8edc8e19a9dc13057800118f8b91b2817,Read-only mount,open+close,100,208,288,453
875eacc8edc8e19a9dc13057800118f8b91b2817,Read-only mount,readdir,100,213,343,391
875eacc8edc8e19a9dc13057800118f8b91b2817,Read-only mount,seq_read,100,40,205,6065
ad1bda4845f098715de3918e06cbd2eebf236443,VM setup,ramfs_load,10,16651,16668,16668
ad1bda4845f098715de3918e06cbd2eebf236443,Writable mount,protocol,100,336,372,407
ad1bda4845f098715de3918e06cbd2eebf236443,Writable mount,stat,100,205,336,507
ad1bda4845f098715de3918e06cbd2eebf236443,Writable mount,open+close,100,224,340,418
ad1bda4845f098715de3918e06cbd2eebf236443,Writable mount,readdir,100,225,311,390
ad1bda4845f098715de3918e06cbd2eebf236443,Writable mount,create_scratch,100,42,87,1524
ad1bda4845f098715de3918e06cbd2eebf236443,Writable mount,seq_read,100,47,135,5652
ad1bda4845f098715de3918e06cbd2eebf236443,Writable mount,create+close+unlink,100,9,43,84
ad1bda4845f098715de3918e06cbd2eebf236443,Writable mount,mkdir+rmdir,100,5,63,2363
ad1bda4845f098715de3918e06cbd2eebf236443,Writable mount,create+close+rename,100,11,52,69
ad1bda4845f098715de3918e06cbd2eebf236443,Writable mount,write+flush,100,28,84,1534
ad1bda4845f098715de3918e06cbd2eebf236443,VM setup,ramfs_load,5,16637,16664,16664
ad1bda4845f098715de3918e06cbd2eebf236443,Read-only mount,protocol,100,343,394,417
ad1bda4845f098715de3918e06cbd2eebf236443,Read-only mount,stat,100,220,317,556
ad1bda4845f098715de3918e06cbd2eebf236443,Read-only mount,open+close,100,217,298,401
ad1bda4845f098715de3918e06cbd2eebf236443,Read-only mount,readdir,100,209,303,407
ad1bda4845f098715de3918e06cbd2eebf236443,Read-only mount,seq_read,100,38,666,6417
9be5193b99d4880bacd7f8400b1b678eeef18739,VM setup,ramfs_load,10,16626,16694,16694
9be5193b99d4880bacd7f8400b1b678eeef18739,Writable mount,protocol,100,319,338,358
9be5193b99d4880bacd7f8400b1b678eeef18739,Writable mount,stat,100,201,303,392
9be5193b99d4880bacd7f8400b1b678eeef18739,Writable mount,open+close,100,212,319,433
9be5193b99d4880bacd7f8400b1b678eeef18739,Writable mount,readdir,100,205,290,343
9be5193b99d4880bacd7f8400b1b678eeef18739,Writable mount,create_scratch,100,49,111,1670
9be5193b99d4880bacd7f8400b1b678eeef18739,Writable mount,seq_read,100,42,138,6088
9be5193b99d4880bacd7f8400b1b678eeef18739,Writable mount,create+close+unlink,100,5,53,74
9be5193b99d4880bacd7f8400b1b678eeef18739,Writable mount,mkdir+rmdir,100,6,64,5404
9be5193b99d4880bacd7f8400b1b678eeef18739,Writable mount,create+close+rename,100,11,50,74
9be5193b99d4880bacd7f8400b1b678eeef18739,Writable mount,write+flush,100,24,83,1426
9be5193b99d4880bacd7f8400b1b678eeef18739,VM setup,ramfs_load,5,16666,17019,17019
9be5193b99d4880bacd7f8400b1b678eeef18739,Read-only mount,protocol,100,304,359,363
9be5193b99d4880bacd7f8400b1b678eeef18739,Read-only mount,stat,100,211,341,589
9be5193b99d4880bacd7f8400b1b678eeef18739,Read-only mount,open+close,100,215,304,421
9be5193b99d4880bacd7f8400b1b678eeef18739,Read-only mount,readdir,100,222,326,438
9be5193b99d4880bacd7f8400b1b678eeef18739,Read-only mount,seq_read,100,48,153,5531
93705f02bb72aa48a89e4bd2231c65c212badf95,VM setup,ramfs_load,10,16631,16780,16780
93705f02bb72aa48a89e4bd2231c65c212badf95,Writable mount,protocol,100,321,374,390
93705f02bb72aa48a89e4bd2231c65c212badf95,Writable mount,stat,100,211,288,414
93705f02bb72aa48a89e4bd2231c65c212badf95,Writable mount,open+close,100,200,255,298
93705f02bb72aa48a89e4bd2231c65c212badf95,Writable mount,readdir,100,208,311,363
93705f02bb72aa48a89e4bd2231c65c212badf95,Writable mount,create_scratch,100,42,97,1481
93705f02bb72aa48a89e4bd2231c65c212badf95,Writable mount,seq_read,100,52,172,6171
93705f02bb72aa48a89e4bd2231c65c212badf95,Writable mount,create+close+unlink,100,3,35,164
93705f02bb72aa48a89e4bd2231c65c212badf95,Writable mount,mkdir+rmdir,100,10,63,7789
93705f02bb72aa48a89e4bd2231c65c212badf95,Writable mount,create+close+rename,100,9,60,104
93705f02bb72aa48a89e4bd2231c65c212badf95,Writable mount,write+flush,100,25,80,1533
93705f02bb72aa48a89e4bd2231c65c212badf95,VM setup,ramfs_load,5,16631,17037,17037
93705f02bb72aa48a89e4bd2231c65c212badf95,Read-only mount,protocol,100,349,414,462
93705f02bb72aa48a89e4bd2231c65c212badf95,Read-only mount,stat,100,207,327,481
93705f02bb72aa48a89e4bd2231c65c212badf95,Read-only mount,open+close,100,204,351,437
93705f02bb72aa48a89e4bd2231c65c212badf95,Read-only mount,readdir,100,219,361,2758
93705f02bb72aa48a89e4bd2231c65c212badf95,Read-only mount,seq_read,100,50,138,6326
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,VM setup,ramfs_load,10,16642,16747,16747
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Writable mount,protocol,100,351,384,395
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Writable mount,stat,100,228,321,415
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Writable mount,open+close,100,198,290,447
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Writable mount,readdir,100,220,321,390
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Writable mount,create_scratch,100,41,97,1481
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Writable mount,seq_read,100,47,142,6113
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Writable mount,create+close+unlink,100,10,43,56
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Writable mount,mkdir+rmdir,100,12,2966,11105
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Writable mount,create+close+rename,100,13,77,130
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Writable mount,write+flush,100,24,76,1438
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,VM setup,ramfs_load,5,16646,16655,16655
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Read-only mount,protocol,100,315,371,383
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Read-only mount,stat,100,199,297,487
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Read-only mount,open+close,100,218,319,454
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Read-only mount,readdir,100,221,318,413
e4e90e79e98821b58de5bd8cf5d3326b760d2f6c,Read-only mount,seq_read,100,35,154,6341
b3cc6bb06b6b34de57f56414be53df19bd236bda,VM setup,ramfs_load,10,16658,16690,16690
b3cc6bb06b6b34de57f56414be53df19bd236bda,Writable mount,protocol,100,306,334,340
b3cc6bb06b6b34de57f56414be53df19bd236bda,Writable mount,stat,100,208,316,465
b3cc6bb06b6b34de57f56414be53df19bd236bda,Writable mount,open+close,100,204,324,483
b3cc6bb06b6b34de57f56414be53df19bd236bda,Writable mount,readdir,100,207,297,369
b3cc6bb06b6b34de57f56414be53df19bd236bda,Writable mount,create_scratch,100,38,92,1527
b3cc6bb06b6b34de57f56414be53df19bd236bda,Writable mount,seq_read,100,44,158,6619
b3cc6bb06b6b34de57f56414be53df19bd236bda,Writable mount,create+close+unlink,100,4,52,61
b3cc6bb06b6b34de57f56414be53df19bd236bda,Writable mount,mkdir+rmdir,100,12,62,5481
b3cc6bb06b6b34de57f56414be53df19bd236bda,Writable mount,create+close+rename,100,8,52,82
b3cc6bb06b6b34de57f56414be53df19bd236bda,Writable mount,write+flush,100,25,66,1751
b3cc6bb06b6b34de57f56414be53df19bd236bda,VM setup,ramfs_load,5,16634,17062,17062
b3cc6bb06b6b34de57f56414be53df19bd236bda,Read-only mount,protocol,100,324,397,445
b3cc6bb06b6b34de57f56414be53df19bd236bda,Read-only mount,stat,100,193,281,438
b3cc6bb06b6b34de57f56414be53df19bd236bda,Read-only mount,open+close,100,209,316,420
b3cc6bb06b6b34de57f56414be53df19bd236bda,Read-only mount,readdir,100,210,301,380
b3cc6bb06b6b34de57f56414be53df19bd236bda,Read-only mount,seq_read,100,38,236,6200
